note_id,xsec_token,type,title,content,like_count,collect_count,share_count,comment_count,publish_time
6811e3720000000009015e79,ABSAVBpPpoz5AiPqZ6swicUz4bXRRvwOnBDqMFqRyau7I=,video,劳动节“穿越”打卡！,古人职业画卷是怎样的？用AI打开清代画家徐扬的《姑苏繁华图》，一起感受古代江南的繁华景象。,81,15,0,7,2025-05-01 07:00:55
681185f8000000000b0178e6,ABSAVBpPpoz5AiPqZ6swicUym-AIXkFgEZ61S59uQRd5o=,video,浙大夜跑 ,浙大夜跑丨“浙青年·爱运动”五四主题活动，用运动点亮青春。 	 #浙江大学[话题]# #夜跑[话题]#,501,43,15,16,2025-04-30 10:07:52
6810437a000000000b01493f,AB0okKeHx62P5awOKhr_DuPcMvahUu_32Rbp7BGNcNxAA=,video,小种子也有“大学问”！,浙大农学院关亚静教授的《种子检验学》，让学生掌握种子检验的意义和方法，未来考虑将AI技术融入课程实践。 	 联合出品：本科生院教学研究处,37,2,1,0,2025-04-29 11:11:54
680f527400000000090171e8,ABjmiF6D-KhmcQ9idy4ee6ZLnU-VDFf8iBuDWWfNGmAGM=,video,一起来看浙江大学首届强基学生的心声,视频来源：浙江大学本科生院招生处,189,31,31,8,2025-04-28 18:03:32
680f2fa8000000000d0177ce,ABjmiF6D-KhmcQ9idy4ee6ZLQHCyhtstNkxWmC0BCGuv8=,normal,欢迎报考浙大强基计划,,74,17,11,7,2025-04-28 15:35:04
680f2b0b00000000210190e1,ABjmiF6D-KhmcQ9idy4ee6ZIwm79vY9ykD5r7tXvRb9-4=,video,高考倒计时40天，浙大向你发来明信片！,高考加油！ 小浙在这里等你 	 摄制：阿热爱 杨萝萝 文案：王远哲 冯彦奕 熊章昊 ﻿#浙江大学[话题]#﻿,355,61,25,22,2025-04-28 15:15:23
68083aa8000000001200c5bd,ABcxVis48BhABE4NrM1-MIkFKLNGrnXGtsrtx7pFA093Y=,normal,来浙大读研吧！哈尔滨专场来啦～,日期：2025年4月26日 时间：上午9:00-12:00 地点：哈尔滨新巴黎大酒店四楼国际会议中心 (南岗区中山路177号)(如有变化另行通知) 	 哈尔滨的同学们千万别错过哦 #浙江大学[话题]# #硕士研究生[话题]#,46,6,11,32,2025-04-23 08:56:08
6806f3c8000000000d01666c,ABmEIjRP1NmTsDjZC3Xg_muStePHaH8HRHgusXdt1Nyws=,video,谷雨前后，满树花开 ,微风轻轻掠过枝头，紫白碎花摇曳，静静守候着春天的校园。 ﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ ﻿#校园风景[话题]#﻿ 视频摄制：浙江大学融媒体中心拍客联盟 小满 文案：浙江大学融媒体中心学生记者团 许嘉玮,325,22,12,9,2025-04-22 09:41:28
680441e1000000000b02c062,ABaTofva7FBByOYrBjXLrKt2I1OndsnfgU25S09xQV2cI=,video,用AI打开谷雨 ,#春天的影像诗[话题]# 在春季的最后一个节气，让我们一起回味这份盎然。 	 图片来源于网络 统筹：王可欣 杨萝萝 余昉 AI设计：曹琛 段芊芊 徐喆 肖一 陈泓如 剪辑：张可心 谢靖程,98,6,3,5,2025-04-20 08:37:53
6801f678000000001d01ca79,ABsVhUgDfdYToWajfm1K6ll50kISaLekrZUG6Pf3oDkss=,video,我希望你考上浙江大学~,我是小浙，高考倒计时50天，我想对正在全力冲刺的你说：我希望你考上浙江大学~﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ ﻿#高考[话题]#﻿ ﻿#高考冲刺[话题]#﻿ 制作：陈衍柔 郑景泽 文案：吕方舟,2060,245,237,202,2025-04-18 14:51:36
6800950e000000001d0081d9,ABtyhlVBzqBTcTvRutkjCo3EE4MYkW_LWpfntsyDJ5HaE=,video,在浙大紫金港四季中寻找野生汉字~,﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ ﻿#校园风景[话题]#﻿ 视频制作：浙江大学融媒体中心拍客联盟 小满,358,29,27,21,2025-04-17 13:43:42
67ff4fbf000000001d01dc58,ABPUeoJn_vs9yOVOjR73wGGFXgdZHlJb6heHOh4sa9hnE=,video,浙大+emoji，会发生什么奇妙的反应？,﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ ﻿#emoji[话题]#﻿ ﻿#校园风景[话题]#﻿ 拍摄： 吕方舟 剪辑： 吕方舟,288,14,14,13,2025-04-16 14:35:43
67ff2f380000000009038094,ABPUeoJn_vs9yOVOjR73wGGB5OQIP9mRK6shPKmlCkyck=,normal,来浙大读研吧！重庆专场咨询会等你来～,时间：2025年4月19日  上午9:00-12:00 地点：重庆富力假日酒店二楼宴会厅5 (沙坪坝区大学城南路26号) (如有变化另行通知) 欢迎大家扫码报名哦～ #浙江大学[话题]# #考研咨询[话题]#,65,4,30,13,2025-04-16 12:16:56
67fe263d000000001b038c4f,ABvzBdA5ITX9dhm5Yp6idBhsUn_U3MxR8_M0ey3QOjqew=,video,让我们漫步在四月的浙大，去拥抱青葱岁月。,当新芽冒出枝头，求是园宛如被碧玉装点。 ﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ ﻿#校园风景[话题]#﻿ 视频：小满 文案：孙恺步,586,95,66,26,2025-04-15 17:26:21
67fbae480000000007034aad,ABnNelTUumeIs_TTVwNkT-_z8lBZ-bYNxaxJ-qz91tkzg=,video,浙大宝藏课堂来了 ,浙大有哪些宝藏课程？来看看同学们的推荐吧～ 	 #生活走读生[话题]##小红书游学团[话题]##浙江大学[话题]# 策划：梁笑寒 拍摄：梁笑寒 陈衍柔 阮悠 杨蒋淇 剪辑：邓长江,113,15,9,5,2025-04-14 08:30:16
67fbb773000000001200e47a,ABnNelTUumeIs_TTVwNkT-_wlXPgLe0gilZq22dnCt1yg=,video,花粉过敏怎么办？浙大医生来支招～,#春季过敏生存大法[话题]# 怀疑花粉过敏， 忍一忍就过去了？ 浙大一院专家来支招啦～,51,2,10,1,2025-04-13 21:09:07
67fb03ff0000000009038078,ABnNelTUumeIs_TTVwNkT-_zcL1ugtuCWU-wNRurGn294=,video,用吉卜力画风打开浙大,#交换春天[话题]# #ourspring[话题]# 春光正暖，水波温柔 此刻的校园宛若宫崎骏笔下的画卷 呈现出一份独有的温暖与美好 	 图片：曹植竣 视频：邓悦洁 文案：李荣灿,973,110,64,33,2025-04-13 08:23:27
67f9d051000000001200ce33,ABJg2zXXmT9Y36fj_lEd4vJEe6vuZqwUA3apDaz8zRJfs=,normal,一年一度校友集体婚礼报名将开始,2025年4月17日13:14 “缘定浙大”校友集体婚礼💒 报名通道正式开启！ 亲爱的浙大人 你们准备好书写这段 镌刻求是印记的永恒浪漫了吗？ 	 #浙大校友集体婚礼[话题]# #从校园到婚礼[话题]# #校园到婚纱[话题]#,80,14,116,32,2025-04-12 10:30:41
67f8eee4000000000b0177e4,AB6UIV4USJeO7YiYcVh1eJqLi8a4eqzy4dm8BPjnXLZ_I=,video,浙大减脂餐，今日上新啦~,🌸轻食上新：今天食堂供应了7套轻食套餐、14套减脂餐，每份套餐热量控制在500-600大卡左右。 	 🍳烹饪方式：主要采用蒸、煮、烤等方式，减少油脂、盐和糖的添加，保留食物天然风味。主食粗细搭配，蛋白质来源优选低脂，蔬菜种类丰富。 	 🏠供应地点：紫金港校区大食堂二楼西区食堂、紫金港校区澄月餐厅一楼、玉泉校区第四食堂一楼。 	 快来评论区告诉我，今天你们打卡了吗[偷笑R] 	 #在浙大吃什么[话题]#,321,51,267,79,2025-04-11 19:20:30
67f8e544000000000e006406,AB6UIV4USJeO7YiYcVh1eJqK9iK1B3cxODosgRG_HLZwA=,normal,小红书运营团队招新啦！,🌟【浙江大学小红书运营团队招新！】🌟 📢 我们需要你 如果你—— ✅ 会拍会剪（懂视频/会剪辑） ✅ 能写会画（文案/设计高手） ✅ 爱刷小红书，有策划创意（冲浪十级选手） ✅ 有金点子、有网感、有执行力 请加入我们！！ 📩 报名方式 后台私信：【我要报名】姓名+年龄+学号+专业 🌿 用镜头定格求是园的春夏秋冬，用创意承包ZJUer的点赞收藏，等你一起！,180,19,146,122,2025-04-11 17:47:48
67f8c2ca000000001c02a4e0,AB6UIV4USJeO7YiYcVh1eJqABJ-i1RqZgwgLJq02KJnGQ=,video,3D打印塑料进入“零废料”时代？,浙江大学化学工程与生物工程学院谢涛教授和郑宁研究员团队发现全新热可逆的光点击化学反应，并由此制造可反复多次循环打印且具有优异力学性能的光固化3D打印树脂。4月11日，相关研究成果以“Circular 3D printing of high-performance photopolymers through dissociative network design”为题发表于《科学》。 ﻿#浙江大学[话题]#﻿,72,3,15,4,2025-04-11 15:20:42
67f8900f000000001b03d7ce,AB6UIV4USJeO7YiYcVh1eJqFjyiKljhHbOnV5sxtZO_LU=,video,等一场春暖，盼一季花开。,花香令人心动，微风夹着温柔。“乱花渐欲迷人眼”，紫金港的花海，在这一刻宛若倾倒的调色盘，每一帧都是莫奈笔下的花园梦境。﻿#浙江大学[话题]#﻿ ﻿#想念在大学校园的生活[话题]#﻿ 视频摄制：浙江大学融媒体中心拍客联盟 小满 文案：浙江大学融媒体中心学生记者团 李荣灿,392,23,22,13,2025-04-11 11:44:15
67f86e1f000000001e0093e5,AB6UIV4USJeO7YiYcVh1eJqC5qwC07N_8QN7yzlJE_Gv0=,video,学习机械你可以造什么？从上天的飞机到入地的盾构机，机械工程的世界里，万物皆可造。,学习机械你可以造什么？从上天的飞机到入地的盾构机，机械工程的世界里，万物皆可造。 ﻿#浙江大学[话题]#﻿ ﻿#学习[话题]#﻿ ﻿#机械设计[话题]#﻿ ﻿#机械专业[话题]#﻿ 视频来源：都市快报,90,17,18,2,2025-04-11 09:19:27
67f721d7000000001c002fdf,ABxj5w4DgKLFsy5-zFULBGuX1h3Up7sXPRzJ7eK26MVfw=,video,在浙大，一起寻路！ ,复原壁画色彩、开展沙漠养鱼、寻找玻璃内部的荧光信号、找寻杭白菊更多的可能，来看浙江大学农生环测试中心的四个故事，一起寻路！ 视频：浙江大学实验室与设备管理处,648,103,9,11,2025-04-11 07:30:16
67f73213000000001c02d527,ABxj5w4DgKLFsy5-zFULBGuZWdCo4xrr9NxLTuCQwikoI=,video,海棠花开 ,一树繁花似锦 一幅春意图景 春日浙大，好读书！ 	 视频：小满,14000,1851,418,439,2025-04-10 11:50:06
67f73725000000001d019b2d,ABxj5w4DgKLFsy5-zFULBGuacllqUKxNKeCUSCIC4yXuE=,video,给化学物质“上户口”！浙江大学化学系黄飞鹤教授团队利用“分子捕手”测定化合物结构,给化学物质“上户口”！浙江大学化学系黄飞鹤教授团队利用“分子捕手”测定化合物结构。4月9日，相关研究成果以“Supramolecular docking structure determination of alkylbearing molecules”为题发表于《自然》。﻿#浙江大学[话题]#﻿ ﻿#化学[话题]#﻿,169,33,59,10,2025-04-10 11:12:37
67f66e8a000000001c01e588,ABIw107vv207evyS2LgrQ2dnrWqwidCdqRag7t1zfl5p0=,video,金课名师丨浙大教师多年坚持手写板书,浙江大学信电学院陈红胜教授多年坚持手写板书，他希望通过板书能让学生跟上思路， 在跟随中主动思考。 拍摄：胡一晗 陈永楠 采访：张可心 剪辑：何梓轩,118,5,5,5,2025-04-10 07:31:01
67f61691000000001202cd36,ABIw107vv207evyS2LgrQ2dmXKVLWOzQjdcsVw9XhpTRo=,video,在数字浪潮中，如何让每一次点击都传递温暖？如何让每一条讯息都承载善意？练就火眼金,在数字浪潮中，如何让每一次点击都传递温暖？如何让每一条讯息都承载善意？练就火眼金睛，识别网络谣言，解锁表情包背后的文明密码，在情景互动中感悟网络素养……不久前，“向上向善”月度开放日活动在紫金港校区东教学楼一楼学生文化长廊举行，师生们围绕“网络文明”活动体验，以青春之名，传递善意！ ﻿#浙江大学[话题]#﻿ ﻿#我的学校名片[话题]#﻿ 视频来源：学生文化长廊管理协会,85,5,5,2,2025-04-09 14:41:21
67f5ef3d000000001c003712,AB1GXhe7gMbITMz2yTGiG5_LUc2Vlp6nedFHh_Zvri8aw=,normal,启真湖畔，鲁冰花开了,"﻿#迈入人间四月天[话题]#﻿ 🌸 ﻿#一键播放春天[话题]#﻿ ▶️ ﻿#鲁冰花[话题]#﻿ 天上的眼睛眨呀眨✨ 闪闪的泪光 鲁冰花 春风执笔 写满枝头诗行 📜 每一簇花穗都在诉说 ""春天写给浙大的情书"" 💌 紫霞般的花穗在春风里摇曳 将紫金港的四月染成温柔的画卷 花期正好 莫负春光 让我们相约在花开的路上 收藏这份 ﻿#春日限定[话题]#﻿ 的浙大浪漫[萌萌哒R] ﻿#浙江大学[话题]#﻿ ﻿#浙大打卡[话题]#﻿ ﻿#浙大紫金港[话题]#﻿ ﻿#春[话题]#﻿ ﻿#花都开好了[话题]#﻿ 📸欢迎带图@浙江大学 分享你的#浙大鲁冰花[哇R] 	 摄影：浙大总务处 巩楼霁璇 文案：张灏",501,49,383,98,2025-04-09 11:53:33
67f497a7000000000f038205,ABN-KcDFDb6i-FKJeD-XNT8h4M_Oqv6dEvE3v6KUK6Vck=,normal,高考倒计时60天， 是晨曦与星光的距离，,高考倒计时60天， 是晨曦与星光的距离， 是笔尖与梦想的咫尺。 我们在浙大， 等你用拼搏书写胜利篇章， 与你共赏求是园的秋月春风。 	 浙江大学融媒体中心学生记者图 设计：薛朱潇 吴林灏 熊章昊 摄影：吴梦琳 董益嘉 文案：冯彦奕 张灏 修图：杜立珩 #高考倒计时[话题]# #高考加油[话题]# #不负青春不负韶华[话题]#,392,66,39,33,2025-04-08 11:27:35
67f079d3000000000b02f82f,AB5MRqMuTM_RIsgkhxN1clSVM_1iJ3zFoi6vYhotxG_YQ=,video,清明时节万物生，花开好景春满城。清明假期，为你解锁一个清新与热闹的奇妙春之旅程。,清明时节万物生，花开好景春满城。清明假期，为你解锁一个清新与热闹的奇妙春之旅程。用AI打开明代仇英版《清明上河图》，感受古人热闹的CityWalk!,677,340,107,14,2025-04-05 08:31:15
67ec7aef000000000b01d0d1,ABcObQ4YwiLhr0mL62LWPA2J9DuzEUb7K7rcy7cddzkwY=,video,下一站，浙大紫金港[哇R],下一站，浙大紫金港[哇R] 如果来到浙大，你能体验到—— 梦幻般的开学典礼[电影R] 在梦想殿堂遨游书海[学生党R] 在科研中深耕学术生涯[放大镜R] 于校园音乐节 点燃青春活力[派对R] 于音乐会 陶冶高雅情操[害羞R] 共赏跨年无人机秀[烟花R] 点亮璀璨梦想[露营灯R] 与奥运冠军面对面 启真湖上体验皮划艇[冲浪板R] 感受天地广阔 在求是园四季里生长[氛围感R] 欢迎和我们一起成为 灿若星辰的浙大人[星R] 	 统筹：阿热爱 张可心 剪辑：张馨尹 文案：童京辰,6560,1006,265,251,2025-04-02 07:46:55
67eb9c89000000000e005888,AB8OaYCaPmt_kiCsbqoXMJcQvb9pnzPfIh3Q_qwGB_agc=,video,亲爱的毕业生们，春天孕育着新的开始。你们即将迎来新的人生起点，愿你们勇敢追梦，乘,亲爱的毕业生们，春天孕育着新的开始。你们即将迎来新的人生起点，愿你们勇敢追梦，乘风破浪。在未来的日子里，请记得今天花朵盛开的时刻，让这份希望与美好伴随你们一路前行。（拍客联盟 施杨）﻿#想念在大学校园的生活[话题]#﻿,458,31,14,23,2025-04-01 18:31:04
67eb94f8000000000d016d22,AB8OaYCaPmt_kiCsbqoXMJcSWqQ3_FZi1JjK1FvlZlWpQ=,video,打开华家池校区的春日画卷，碧波荡漾，紫藤萝在风中绽放，柳枝轻拂水面，谱写着春天的,打开华家池校区的春日画卷，碧波荡漾，紫藤萝在风中绽放，柳枝轻拂水面，谱写着春天的宁静与希望。（视频摄制：刘时声） ﻿#春[话题]#﻿﻿,307,28,56,23,2025-04-01 15:25:44
67ea6718000000000b01c8e5,ABIxnOPEZLZna-8194bKzqRsNDMLr8y-Bvj5vISE8r1d8=,video,图书馆的投入学习，投稿前夕的紧张焦虑，那些前进路上同行的身影……关于浙大，你有哪,图书馆的投入学习，投稿前夕的紧张焦虑，那些前进路上同行的身影……关于浙大，你有哪些最难忘的人或事？分离之际，听听他们怎么说。#我们毕业啦[话题]# @校园薯,361,32,27,34,2025-03-31 17:57:44
67ea5fbc000000000b01ed5c,ABIxnOPEZLZna-8194bKzqRnthyjalm9o7ZbBmnAFz7H0=,video,那些来不及做的事、来不及说出口的话……如果回到入校第一天，你最想做的事情是什么？,那些来不及做的事、来不及说出口的话……如果回到入校第一天，你最想做的事情是什么？来听听今天毕业的研究生学长学姐们的回答吧[偷笑R] 	 也欢迎大家在评论区互动留言，留下你在浙大的故事和回忆#毕业季是离别也是开始[话题]# #想念在大学校园的生活[话题]# @校园薯,517,55,29,19,2025-03-31 17:26:20
67e9ea50000000001201ebf4,ABJXvAFn3JjZT2izM_tI_41_mWTqAZKcrqyG7EN7CVCeM=,video,浙江大学，来啦! ,浙江大学入驻小红书啦，这是一个美好的起点，也是一段全新的旅程！[派对R] 来浙大，你能感受到—— 传承百年的文化底蕴[学生党R] 图书馆的静谧时光[红书R] 课堂里的互动交流[握手R] 精彩纷呈的文艺活动[庆祝R] 在浙大 智慧的火花被点燃[烟花R] 科技与人文交织[放大镜R] 梦想与创新碰撞[赞R] 创造无限的可能[海豚R] 你所不知道的浙大，都会在这里呈现[棒R] 你期待与浙大书写怎样的故事呢[大笑R] 快来关注我们，一起分享你的想法吧[萌萌哒R],19000,2699,2153,1575,2025-03-31 09:05:20
6811e5ea0000000009016e84,ABSAVBpPpoz5AiPqZ6swicU8mlrg-o8CFvkbZIDgmgCL8=,video,浙江大学诗词大会“飞花令”精彩现场,古韵流芳，诗梦今朝。在浙江大学第四届诗词大会决赛现场，“飞花令”精彩纷呈，选手们名句频出，千年诗词在交锋中焕发新声，一起来先睹为快。 	 视频来源：文学院,24,0,2,2,2025-05-02 12:02:09
6811e50c000000000e005177,ABSAVBpPpoz5AiPqZ6swicU544YmqXwB_McWZPCokqa_A=,video,来看浙大“黑科技”！,对抗、避障、爬坡、入水……这个从街头巡逻火到网络的球形机器人来自浙大控制学院。戳视频看球形机器人如何一步步从概念走向现实！ 	 视频来源：央视财经,59,3,12,5,2025-05-02 07:30:09
6811e6cc000000000703418c,ABSAVBpPpoz5AiPqZ6swicUzmTJta8gsR4Ch05gJWx0RU=,video,打卡浙大，看看浙大的“黑科技”！,直击浙江大学第二期“打卡浙大”活动现场，揭开浙大“机器人天团”的神秘面纱，近距离触摸未来世界的硬核浪漫，见证科技与梦想的炽热交锋！ 	 文案：杨哲青,60,2,5,2,2025-05-03 07:30:08
